query_id,query,expected_omics_type,expected_constraints,pool_id,accession,source,reported_omics_type,title,description,organism,sample_count,disease,tissue,source_url,annotator_label,annotator_notes
T08,adipose insulin resistance transcriptome,transcriptomics,disease=insulin resistance; tissue=adipose; omics=transcriptomics,acab58b70a809282,PRJNA894498,ena,transcriptomics,To compare the transcriptome expression of cumulus granulosa cells between PCOS patients with insulin resistance and women undergoing assisted reproduction for fallopian tube reasons,"Purpose polycystic ovary syndrome (PCOS) is the most common endocrine and metabolic disorder in women of childbearing age. It is characterized by follicular dysplasia and hyperandrogenemia. Insulin resistance plays an important role in the development of PCOS.However, the mechanism of regulation and interaction between insulin resistance and follicle development remains unclear.The aim of this study was to identify differential genes associated with follicle development in cumulus granulosa cells in PCOS patients with insulin resistance compared with controls. Methods In this study, RNA-seq, bioinformatics analysis and reverse transcription qPCR (RT-qPCR) were used to analyze the gene expression in cumulus granulosa cells.A total of seven cDNA libraries were constructed from three PCOS samples and four control samples.3 μg of RNA was used as starting material for each sample.Ribosomal RNA was removed using the Epicentre rigo-zero ™ Gold Kit (Epicentre, Illumina, Madison, WI, USA). Results Compared with the control group, there were 2233 DEGs in the PCOS group, including 1158 up-regulated genes and 1075 down-regulated genes. Some different expression patterns were observed in the two groups.The next series of experiments verified the effect of some genes on oocyte development. Conclusion Our study showed that the differential expression of transcriptome in cumulus granulosa cells could affect the growth, development and maturation of oocytes.Meanwhile, the results of RT-PCR and Elisa showed that the expression of renin angiotensin system was changed in PCOS patients with insulin resistance, and these changes could affect oocyte maturation and excretion through cumulus granulosa cells. Overall design: In this study, RNA-seq, bioinformatics analysis and reverse transcription qPCR (RT-qPCR) were used to analyze the gene expression in cumulus granulosa cells.A total of seven cDNA libraries were constructed from three PCOS samples and four control samples.3 μg of RNA was ",Homo sapiens,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA894498,2,
MG04,soil drought microbiome metagenomics,metagenomics,condition=drought; biome=soil; omics=metagenomics,1b6ed87da9270228,PRJNA1438112,ena,genomics,Root Microbiome Dynamics in Drought-Tolerant and Susceptible Bermudagrass Cultivars Under drought,"This project investigates how root-associated microbial communities contribute to drought tolerance in warm-season turfgrasses, including bermudagrass, zoysiagrass, and St. Augustinegrass. Using 16S rRNA, ITS amplicon sequencing, and shotgun metagenomics, microbial communities were characterized across bulk soil, rhizosphere, and root endosphere under progressive drought stress. The goal is to identify microbial taxa and functional genes associated with drought resilience and plant microbiome interactions.",,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA1438112,2,
G04,breast cancer whole genome sequencing,genomics,disease=breast cancer; assay=WGS,0be86290c1b12951,E-MTAB-2014,biostudies-arrayexpress,Genomics,Genome-wide methylome profiling of normal breast and breast tumors,"To improve our understanding of the effect of differential methylation on gene expression between normal and tumor breast cells, we employed high-throughput sequencing technology to determine and compare CpG methylation of normal breast and four breast tumor genomes at single-base resolution. By comparing the methylation profiles between normal and tumor, we identified large hypomethylated zones in associated with large tissue-specific genes and gene deserts. We identified small hypomethylated regions in the methylomes and termed these sites as unmethylated islands (UMI). The UMI are highly correlated with positive regulatory chromatin marks and exhibit differential methylation mainly at the island shores. Our analysis showed there is a complex relationship between genome-wide promoter differential methylation and gene expression. Four other data sets from this study were also deposited at ArrayExpress under accession numbers E-MTAB-1935, E-MTAB-1952, E-MTAB-1958 and E-MTAB-1961.",Homo sapiens,,,,https://www.omicsdi.org/dataset/biostudies-arrayexpress/E-MTAB-2014,1,missing assay
T02,psoriasis skin lesion transcriptome,transcriptomics,disease=psoriasis; tissue=skin lesion; omics=transcriptomics,52efad7c731ff717,PRJEB28598,ena,transcriptomics,"RNA-sequencing of the mRNA transcriptome in lesional and non-lesional skin, across three time-points in severe psoriasis patients treated with the tumor necrosis factor (TNF) inhibitor, etanercept","Blood (mRNA and miRNA) and skin mRNA transcriptomes were investigated across three time-points in a pilot investigation of ten severe psoriasis patients, treated with the tumor necrosis factor (TNF) inhibitor, etanercept. We used illumina RNA-sequencing to analyse the small-RNA transcriptome in blood",,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJEB28598,2,
EPI06,stem cell H3K4me3 ChIP-seq,epigenomics,cell=stem cell; mark=H3K4me3; assay=ChIP-seq,fea4e649886cff0e,GSE297949,geo,epigenomics,RLF and ZFP292 regulate bivalent genes through CoREST complex [ChIP-seq],This dataset includes ChIP-seq and RNA-seq data derived from mouse embryonic stem cells (mESCs) to investigate the roles of RLF and ZFP292 in transcriptional regulation and chromatin organization.,Mus musculus,32,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE297949,2,
P01,Alzheimer cerebrospinal fluid proteomics,proteomics,disease=Alzheimer disease; material=CSF; omics=proteomics,2dcba874227fd8a5,MTBLS72,metabolights,metabolomics,Plasma Lipidomics Identifies Anticedent Memory Impairment in Older Adults,"Alzheimer's disease causes a progressive dementia that currently affects over 35 million individuals worldwide and is expected to affect 115 million by 2050 (ref. 1). There are no cures or disease-modifying therapies, and this may be due to our inability to detect the disease before it has progressed to produce evident memory loss and functional decline. Biomarkers of preclinical disease will be critical to the development of disease-modifying or even preventative therapies. Unfortunately, current biomarkers for early disease, including cerebrospinal fluid tau and amyloid-β levels, structural and functional magnetic resonance imaging and the recent use of brain amyloid imaging or inflammaging, are limited because they are either invasive, time-consuming or expensive. Blood-based biomarkers may be a more attractive option, but none can currently detect preclinical Alzheimer's disease with the required sensitivity and specificity. Herein, we describe our lipidomic approach to detecting preclinical Alzheimer's disease in a group of cognitively normal older adults. We discovered and validated a set of ten lipids from peripheral blood that predicted phenoconversion to either amnestic mild cognitive impairment or Alzheimer's disease within a 2-3 year timeframe with over 90% accuracy. This biomarker panel, reflecting cell membrane integrity, may be sensitive to early neurodegeneration of preclinical Alzheimer's disease.",,0,,,https://www.ebi.ac.uk/metabolights/MTBLS72,1,"correct topic, wrong omics"
S06,lung fibrosis single-cell fibroblast,single_cell,disease=lung fibrosis; cell=fibroblast; assay=single-cell,161ca76a0a699dda,ad10cef8-9c6c-488f-9b50-d252d49b6837,cellxgene,single_cell,Context-aware single-cell multiomics approach identifies cell-type specific lung cancer susceptibility genes,"Genome-wide association studies (GWAS) identified over fifty loci associated with lung cancer risk. However, underlying mechanisms and target genes are largely unknown, as most risk-associated variants might regulate gene expression in a context-specific manner. Here, we generate a barcode-shared transcriptome and chromatin accessibility map of 117,911 human lung cells from age/sex-matched ever- and never-smokers to profile context-specific gene regulation. Identified candidate cis-regulatory elements (cCREs) are largely cell type-specific, with 37% detected in one cell type. Colocalization of lung cancer candidate causal variants (CCVs) with these cCREs combined with transcription factor footprinting prioritize the variants for 68% of the GWAS loci. CCV-colocalization and trait relevance score indicate that epithelial and immune cell categories, including rare cell types, contribute to lung cancer susceptibility the most. A multi-level cCRE-gene linking system identifies candidate susceptibility genes from 57% of the loci, where most loci display cell-category-specific target genes, suggesting context-specific susceptibility gene function.",Homo sapiens,0,,,https://cellxgene.cziscience.com/collections/ad10cef8-9c6c-488f-9b50-d252d49b6837,1,missing disease
MO09,pediatric brain tumor multi-omics,multi_omics,disease=pediatric brain tumor; omics=multi-omics,dc813d90b032ce26,S-EPMC12633255,biostudies-literature,Unknown,Single-cell and Spatial Omics Reveals Region-Specific Plasticity and Therapeutic Vulnerabilities in Metastatic High-Risk Neuroblastoma.,,,,,,https://www.omicsdi.org/dataset/biostudies-literature/S-EPMC12633255,0,not relevant
MO04,lung cancer proteogenomics CPTAC,multi_omics,disease=lung cancer; source=CPTAC; omics=proteogenomics,dd8afd742793339a,PDC000492,cptac,proteomics,CPTAC LUAD Confirmatory Study - Ubiquitylome,Lung Adenocarcinoma;Other ubiquitylome using TMT11 from Clinical Proteomic Tumor Analysis Consortium proteomics study,Homo sapiens,96,Lung Adenocarcinoma;Other,Bronchus and lung;Not Reported,https://pdc.cancer.gov/pdc/study/PDC000492,1,"correct topic, wrong omics"
MO06,breast cancer methylome transcriptome multi-omics,multi_omics,disease=breast cancer; modalities=methylome and transcriptome,edbee0cc9cb533e4,PDC000216,cptac,proteomics,Proteogenomics of Gastric Cancer - Glycoproteome,Early Onset Gastric Cancer glycoproteome using iTRAQ4 from International Cancer Proteogenome Consortium proteomics study,Homo sapiens,80,Early Onset Gastric Cancer,Stomach,https://pdc.cancer.gov/pdc/study/PDC000216,0,not relevant
EPI08,neuronal differentiation ATAC-seq,epigenomics,process=neuronal differentiation; assay=ATAC-seq,9ee7ab849c496fdd,GSE315774,geo,transcriptomics,Mislocalization of FTD3-Associated Mutant CHMP2B to the Nucleus of Human Neurons Due to Loss of a Nuclear Export Signal,"Frontotemporal dementia linked to chromosome 3 (FTD3) is caused by a splice site point mutation in CHMP2B, resulting in the production of mutant proteins CHMP2BIntron5 and CHMP2BΔ10. Here, we found that wildtype CHMP2B (CHMP2BWT) is mostly present in the cytoplasm, but CHMP2BIntron5 is mislocalized to the nucleus of human induced pluripotent stem cell (iPSC)-derived cortical neurons. To understand the underlying mechanism, we identified a previously unreported nuclear export signal (NES) in the ...",Homo sapiens,15,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE315774,0,not relevant
