query_id,query,expected_omics_type,rank,dataset_id,accession,source,reported_omics_type,title,description,organism,sample_count,disease,tissue,relevance_score,quality_score,source_url,annotator_label,annotator_notes
E19,WGBS aging human blood,epigenomics,3,encode:ENCSR405XVT,ENCSR405XVT,encode,epigenomics,WGBS in pancreas,,,2,,,0.909,0.258,https://www.encodeproject.org/experiments/ENCSR405XVT/,1,"WGBS pancreas, correct assay but wrong tissue"
E19,WGBS aging human blood,epigenomics,4,encode:ENCSR522UKJ,ENCSR522UKJ,encode,epigenomics,WGBS in small intestine,,,1,,,0.906,0.258,https://www.encodeproject.org/experiments/ENCSR522UKJ/,1,"WGBS small intestine, correct assay but wrong tissue"
E19,WGBS aging human blood,epigenomics,5,encode:ENCSR357BWB,ENCSR357BWB,encode,epigenomics,WGBS in small intestine,,,2,,,0.906,0.258,https://www.encodeproject.org/experiments/ENCSR357BWB/,1,"WGBS small intestine, correct assay but wrong tissue"
E19,WGBS aging human blood,epigenomics,6,encode:ENCSR579AXB,ENCSR579AXB,encode,epigenomics,WGBS in heart left ventricle,,,2,,,0.906,0.258,https://www.encodeproject.org/experiments/ENCSR579AXB/,1,"WGBS heart left ventricle, correct assay but wrong tissue"
E19,WGBS aging human blood,epigenomics,7,encode:ENCSR623SXW,ENCSR623SXW,encode,epigenomics,WGBS in urinary bladder,,,2,,,0.896,0.258,https://www.encodeproject.org/experiments/ENCSR623SXW/,1,"WGBS urinary bladder, correct assay but wrong tissue"
E19,WGBS aging human blood,epigenomics,8,encode:ENCSR163TTI,ENCSR163TTI,encode,epigenomics,WGBS in mesenchymal stem cell,,,2,,,0.894,0.258,https://www.encodeproject.org/experiments/ENCSR163TTI/,1,"WGBS mesenchymal stem cell, correct assay but wrong tissue"
E19,WGBS aging human blood,epigenomics,9,encode:ENCSR022QUM,ENCSR022QUM,encode,epigenomics,WGBS in adrenal gland,,,3,,,0.89,0.258,https://www.encodeproject.org/experiments/ENCSR022QUM/,1,"WGBS adrenal gland, correct assay but wrong tissue"
E19,WGBS aging human blood,epigenomics,10,encode:ENCSR559QOU,ENCSR559QOU,encode,epigenomics,WGBS in esophagus,,,2,,,0.884,0.258,https://www.encodeproject.org/experiments/ENCSR559QOU/,1,"WGBS esophagus, correct assay but wrong tissue"
E20,WGS rare genetic diseases,genomics,1,ena:PRJNA327019,PRJNA327019,ena,genomics,Identification and genetic characterization of rare genetic diseases,"Rare human genetic disorders are those genetic disorders that occur due to one or many nucleotide mutation in a single gene. Prevalence of such disorders is very low, affecting less than 5 per 10000 individuals. These may have life-threatening repercussions which may lead to a considerable reduction in an affected individual’s quality of life and his/her socio-economic potential. So far, more than seven thousand rare disorders have been reported in the scientific literature across the globe. Owing to their low prevalence, lack of scientific literature about them and their clinical overlap with phenotypically similar diseases, most of the rare disorders clinically remain misdiagnosed or orphan and untreated. Our research study is focused on identification of nucleotide variations that cause these disorders and their characterization with the help of advanced molecular biology techniques. This will help us towards understanding the molecular mechanisms underlying unidentified rare geneti",Homo sapiens,0,,,0.938,0.384,https://www.ebi.ac.uk/ena/browser/view/PRJNA327019,2,
E20,WGS rare genetic diseases,genomics,2,ena:PRJNA532328,PRJNA532328,ena,genomics,Discovery of novel associations between known and unknown pathogenic genetic mutations and rare diseases: A Collage of Case Reports,A collage of rare disease case reports,,0,,,0.895,0.273,https://www.ebi.ac.uk/ena/browser/view/PRJNA532328,1,rare genetic diseases case reports but WGS not explicitly confirmed; minimal metadata
E20,WGS rare genetic diseases,genomics,3,ena:PRJEB68332,PRJEB68332,ena,genomics,Exploring the genetics of MIS-C and African ancestry using WGS,"The pathogenesis of MIS-C is unknown however, human monogenic predisposing factors have been proposed as the cause. We performed whole genome sequencing (WGS) on 45 MIS-C cases and 15 healthy SARS-CoV-2 exposed children from South Africa and identified 30 rare candidate variants that may contribute to MIS-C.",Homo sapiens,0,,,0.872,0.364,https://www.ebi.ac.uk/ena/browser/view/PRJEB68332,2,
E20,WGS rare genetic diseases,genomics,4,ena:PRJEB48950,PRJEB48950,ena,genomics,Identification of genetic defects in families segregating rare genetic disorders using next generation genomic tools,To delineate novel genetic loci linked with rare genetic disorders in families segregating hereditary genetic disorders of using whole genome SNP genotyping followed by discovery of novel gene using whole exome sequencing. Use of identified variants to establish genotype-phenotype correlation,Homo sapiens,0,,,0.862,0.364,https://www.ebi.ac.uk/ena/browser/view/PRJEB48950,2,
E20,WGS rare genetic diseases,genomics,5,ena:PRJEB36029,PRJEB36029,ena,genomics,Canine whole-genome sequences (WGS) that we have generated by the Canine Genetics Centre (CGC).,Canine whole-genome sequencing (WGS) data provided by the Canine Genetics Centre (CGC) in the UK. All fastq and BAM (aligned to CanFam4 - GCF_011100685.1) files are available to download. Please contact us if you need any further information about any of our samples/data. https://www.canine-genetics.org.uk/,,0,,,0.858,0.333,https://www.ebi.ac.uk/ena/browser/view/PRJEB36029,1,"WGS canine rare bone diseases, correct assay but dog not human"
E20,WGS rare genetic diseases,genomics,6,ena:PRJNA708138,PRJNA708138,ena,genomics,Identification of genetic defects in families segregating rare inherited diseases using next generation genomic tools,"This project is aimed at the detection of pathogenic variants in the coding part of the human genome in individuals with rare undiagnosed genetic diseases. For this purpose, we use a next-generation sequencing approach to target the complete coding part (whole exome) of the human genome. The generated reads are aligned to the reference genome to detect changes in the patient DNA.",,0,,,0.853,0.333,https://www.ebi.ac.uk/ena/browser/view/PRJNA708138,1,"WES/NGS rare undiagnosed genetic diseases human, correct disease but WES not WGS"
E20,WGS rare genetic diseases,genomics,7,ena:PRJEB13723,PRJEB13723,ena,genomics,"Molecular characterization of three canine models of human rare bone diseases: Caffey, van den Ende-Gupta, and Raine syndromes","One to two percent of all children are born with a developmental disorder requiring pediatric hospital admissions. For many such syndromes, the molecular pathogenesis remains poorly characterized. Parallel developmental disorders in other species could provide complementary models for human rare diseases by uncovering new candidate genes, improving the understanding of the molecular mechanisms and opening possibilities for therapeutic trials. We performed various experiments, e.g. combined genome-wide association and next generation sequencing, to investigate the clinico-pathological features and genetic causes of three developmental syndromes in dogs, including craniomandibular osteopathy (CMO), a previously undescribed skeletal syndrome, and dental hypomineralization, for which we identified pathogenic variants in the canine SLC37A2 (truncating splicing enhancer variant), SCARF2 (truncating 2-bp deletion) and FAM20C (missense variant) genes, respectively. CMO is a clinical equivalent",,0,,,0.849,0.353,https://www.ebi.ac.uk/ena/browser/view/PRJEB13723,1,"WGS canine rare bone disease models, correct assay but dog not human"
E20,WGS rare genetic diseases,genomics,8,ena:PRJNA1333793,PRJNA1333793,ena,genomics,Diagnostic Yield and Genetic Landscape of Rare Pediatric Diseases in Vietnam Identified by Exome Sequencing,Diagnostic Yield and Genetic Landscape of Rare Pediatric Diseases in Vietnam Identified by Exome Sequencing,Homo sapiens,0,,,0.845,0.344,https://www.ebi.ac.uk/ena/browser/view/PRJNA1333793,1,"exome sequencing rare pediatric diseases Vietnam, correct disease but exome not WGS"
E20,WGS rare genetic diseases,genomics,9,ena:PRJNA702801,PRJNA702801,ena,transcriptomics,Identification of genetic causes of rare diseases in Quebec (PRISMES project),"The goal of the study is to identify the genetic causes of rare diseases in Quebec (PRISMES project). Families affected with a rare disease are recruited in an interdisciplinary research program designated ""Programme de Recherche et Innovation Sur les Maladies rarES"" (PRISMES) at the CHU de Quebec - Universite Laval (CHUQC-UL) Research Centre. PRISMES essentially aims to recruit pediatric patients and their affected/unaffected family members as a trio or more with the aim of investigating the genetic causes responsible for their disease. Recruited patients are affected with rare neuromuscular, neurodegenerative, metabolic or polymalformative syndrome, which remained undiagnosed at the molecular level.",,0,,,0.845,0.353,https://www.ebi.ac.uk/ena/browser/view/PRJNA702801,1,"RNA-seq rare diseases Quebec, correct disease but transcriptomics not WGS"
E20,WGS rare genetic diseases,genomics,10,ena:PRJDB18486,PRJDB18486,ena,genomics,Construction of control data for the promotion of genomic medicine for cancers and rare diseases,"Whole genome sequencing is being promoted for better medical care of rare diseases and cancers. For these disease genome analyses, whole genome sequencing (WGS) analysis data of the healthy control group is necessary. We conducted WGS analysis of healthy individuals for cancers and rare diseases from biobank specimens held by six National Centers (NCs) Biobanks in Japan, taking regional variations into consideration, and construct a genome database of healthy individuals and disease control groups.",Homo sapiens,0,,,0.842,0.384,https://www.ebi.ac.uk/ena/browser/view/PRJDB18486,2,
E21,whole exome sequencing autism,genomics,1,ena:PRJNA1097687,PRJNA1097687,ena,genomics,Exome sequencing in an ancestrally diverse autism cohort,"Autism spectrum disorder (ASD) is a collection of neurodevelopmental disorders manifested by impaired social communication, repetitive behaviors, and restricted interests. We performed whole exome sequencing (WES) on a total of 754 individuals from 195 families, including 222 probands with ASD, from diverse ancestral backgrounds. We identified potentially pathogenic variants in known and novel ASD or neurodevelopmental disease genes.",Homo sapiens,0,,,1.0,0.364,https://www.ebi.ac.uk/ena/browser/view/PRJNA1097687,2,
E21,whole exome sequencing autism,genomics,2,ena:PRJNA1097688,PRJNA1097688,ena,genomics,Exome sequencing in an ancestrally diverse autism cohort,"Autism spectrum disorder (ASD) is a collection of neurodevelopmental disorders manifested by impaired social communication, repetitive behaviors, and restricted interests. We performed whole exome sequencing (WES) on a total of 754 individuals from 195 families, including 222 probands with ASD, from diverse ancestral backgrounds. We identified potentially pathogenic variants in known and novel ASD or neurodevelopmental disease genes.",Homo sapiens,0,,,1.0,0.364,https://www.ebi.ac.uk/ena/browser/view/PRJNA1097688,2,
E21,whole exome sequencing autism,genomics,3,ena:PRJNA1036375,PRJNA1036375,ena,genomics,Whole Exome Sequencing on a multiplex family of Indian origin,Whole Exome Sequencing on a multiplex family of Indian origin identifies mutations at 17p11.2 in siblings with autism spectrum disorders: implications to understanding the pathophysiology from syndromic variants.,,0,,,0.994,0.333,https://www.ebi.ac.uk/ena/browser/view/PRJNA1036375,2,
E21,whole exome sequencing autism,genomics,4,ena:PRJNA1469519,PRJNA1469519,ena,transcriptomics,Integrated analysis of whole-exome sequencing and transcriptome profiling in males with autism spectrum disorders,"Autism spectrum disorders (ASD) are a group of neurodevelopmental disorders with high heritability. Recent findings support a highly heterogeneous and complex genetic etiology including rare de novo and inherited mutations or chromosomal rearrangements as well as double or multiple hits. We performed whole-exome sequencing (WES) and blood cell transcriptome by RNAseq in a subset of male patients with idiopathic ASD (n = 36) in order to identify causative genes, transcriptomic alterations, and susceptibility variants. We detected likely monogenic causes in seven cases: five de novo (SCN2A, MED13L, KCNV1, CUL3, and PTEN) and two inherited X-linked variants (MAOA and CDKL5). Transcriptomic analyses allowed the identification of intronic causative mutations missed by the usual filtering of WES and revealed functional consequences of some rare mutations. These included aberrant transcripts (PTEN, POLR3C), deregulated expression in 1.7% of mutated genes (that is, SEMA6B, MECP2, ANK3, CREBBP)",Homo sapiens,0,,,0.989,0.384,https://www.ebi.ac.uk/ena/browser/view/PRJNA1469519,1,"WES + RNA-seq autism, WES included but transcriptomics reported omics tag; relevant"
E21,whole exome sequencing autism,genomics,5,geo:GSE332947,GSE332947,geo,transcriptomics,Integrated analysis of whole-exome sequencing and transcriptome profiling in males with autism spectrum disorders,"Autism spectrum disorders (ASD) are a group of neurodevelopmental disorders with high heritability. Recent findings support a highly heterogeneous and complex genetic etiology including rare de novo and inherited mutations or chromosomal rearrangements as well as double or multiple hits. We performed whole-exome sequencing (WES) and blood cell transcriptome by RNAseq in a subset of male patients with idiopathic ASD (n = 36) in order to identify causative genes, transcriptomic alterations, and su...",Homo sapiens,35,,,0.989,0.531,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE332947,1,"WES + RNA-seq autism, same study second accession"
